Timestamp,Predicted_Screen_X,Predicted_Screen_Y
4738.066666666667,868.0,400.0
4771.433333333333,869.0,400.0
4804.8,869.0,400.0
4838.166666666667,868.0,400.0
4871.533333333334,866.0,400.0
4904.9,868.0,400.0
4938.266666666666,867.0,400.0
4971.633333333333,867.0,400.0
5005.0,862.0,400.0
5038.366666666667,569.0,400.0
5071.733333333334,500.0,400.0
5105.1,500.0,400.0
5138.466666666666,502.0,400.0
5171.833333333333,505.0,400.0
5205.2,505.0,400.0
5238.566666666667,508.0,400.0
5271.933333333333,507.0,400.0
5305.3,508.0,400.0
5338.666666666667,773.0,400.0
5372.033333333334,873.0,400.0
5405.4,870.0,400.0
5438.766666666666,865.0,400.0
5472.133333333333,863.0,400.0
5505.5,862.0,400.0
5538.866666666667,862.0,400.0
5572.233333333334,860.0,400.0
5605.6,861.0,400.0
5638.966666666666,860.0,400.0
5672.333333333333,861.0,400.0
5705.7,705.0,400.0
5739.066666666667,502.0,400.0
5772.433333333333,499.0,400.0
5805.8,498.0,400.0
5839.166666666667,497.0,400.0
5872.533333333334,496.0,400.0
5905.9,500.0,400.0
5939.266666666666,498.0,400.0
5972.633333333333,495.0,400.0
6006.0,496.0,400.0
6039.366666666667,495.0,400.0
6072.733333333334,762.0,400.0
6106.1,873.0,400.0
6139.466666666666,866.0,400.0
6172.833333333333,861.0,400.0
6206.2,859.0,400.0
6239.566666666667,856.0,400.0
6272.933333333333,854.0,400.0
6306.3,853.0,400.0
6339.666666666667,853.0,400.0
6373.033333333334,853.0,400.0
6406.4,853.0,400.0
6439.766666666666,705.0,400.0
6473.133333333333,520.0,400.0
6506.5,520.0,400.0
6539.866666666667,522.0,400.0
6573.233333333334,514.0,400.0
6606.6,495.0,400.0
6639.966666666666,494.0,400.0
6673.333333333333,494.0,400.0
6706.7,498.0,400.0
6740.066666666667,496.0,400.0
6773.433333333333,498.0,400.0
6806.8,506.0,400.0
6840.166666666667,823.0,400.0
6873.533333333334,859.0,400.0
6906.9,857.0,400.0
6940.266666666666,908.0,400.0
6973.633333333333,915.0,400.0
7007.0,869.0,400.0
7040.366666666667,844.0,400.0
7073.733333333334,843.0,400.0
7107.1,844.0,400.0
7140.466666666666,844.0,400.0
7173.833333333333,843.0,400.0
7207.2,844.0,400.0
7240.566666666667,844.0,400.0
7273.933333333333,680.0,400.0
7307.3,507.0,400.0
7340.666666666667,510.0,400.0
7374.033333333334,511.0,400.0
7407.4,514.0,400.0
7440.766666666666,512.0,400.0
7474.133333333333,497.0,400.0
7507.5,495.0,400.0
7540.866666666667,495.0,400.0
7574.233333333334,726.0,400.0
7607.6,902.0,400.0
7640.966666666666,888.0,400.0
7674.333333333333,886.0,400.0
7707.7,887.0,400.0
7741.066666666667,866.0,400.0
7774.433333333333,867.0,400.0
7807.8,869.0,400.0
7841.166666666667,870.0,400.0
7874.533333333334,870.0,400.0
7907.9,869.0,400.0
7941.266666666666,871.0,400.0
7974.633333333333,663.0,400.0
8008.0,506.0,400.0
8041.366666666667,512.0,400.0
8074.733333333334,515.0,400.0
8108.1,514.0,400.0
8141.466666666666,519.0,400.0
8174.833333333333,521.0,400.0
8208.2,518.0,400.0
8241.566666666668,520.0,400.0
8274.933333333332,522.0,400.0
8308.3,523.0,400.0
8341.666666666666,526.0,400.0
8375.033333333333,660.0,400.0
8408.4,916.0,400.0
8441.766666666666,883.0,400.0
8475.133333333333,881.0,400.0
8508.5,881.0,400.0
8541.866666666667,880.0,400.0
8575.233333333334,885.0,400.0
8608.6,887.0,400.0
8641.966666666667,885.0,400.0
8675.333333333334,886.0,400.0
8708.7,886.0,400.0
8742.066666666668,809.0,400.0
8775.433333333332,541.0,400.0
8808.8,544.0,400.0
8842.166666666666,550.0,400.0
8875.533333333333,553.0,400.0
8908.9,547.0,400.0
8942.266666666666,533.0,400.0
8975.633333333333,532.0,400.0
9009.0,532.0,400.0
9042.366666666669,533.0,400.0
9075.733333333334,616.0,400.0
9109.1,923.0,400.0
9142.466666666667,905.0,400.0
9175.833333333334,896.0,400.0
9209.2,895.0,400.0
9242.566666666668,894.0,400.0
9275.933333333332,891.0,400.0
9309.3,887.0,400.0
9342.666666666666,889.0,400.0
9376.033333333333,890.0,400.0
9409.4,890.0,400.0
9442.766666666666,876.0,400.0
9476.133333333331,556.0,400.0
9509.5,498.0,400.0
9542.866666666669,499.0,400.0
9576.233333333334,502.0,400.0
9609.6,516.0,400.0
9642.966666666667,524.0,400.0
9676.333333333334,525.0,400.0
9709.7,526.0,400.0
9743.066666666668,525.0,400.0
9776.433333333332,523.0,400.0
9809.8,521.0,400.0
9843.166666666666,585.0,400.0
9876.533333333333,887.0,400.0
9909.9,888.0,400.0
9943.266666666666,881.0,400.0
9976.633333333331,879.0,400.0
10010.0,916.0,400.0
